2018.01.19_07.34.21,-8.388217,51.9356,0,B,3,3G,-95,-12,13,11,-78,328,41040,394,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.22,-8.388217,51.9356,0,B,3,3G,-95,-12,13,11,-78,295,36936,528,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.23,-8.388217,51.9356,0,B,3,3G,-95,-11,14,11,-78,77,9576,657,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.24,-8.388217,51.9356,0,B,3,3G,-95,-11,14,13,-81,339,42408,724,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.25,-8.388217,51.9356,0,B,3,3G,-98,-12,19,13,-81,132,16512,898,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.26,-8.388217,51.9356,0,B,3,3G,-98,-12,19,11,-84,317,39672,709,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.27,-8.388217,51.9356,0,B,3,3G,-99,-12,19,15,-82,21,2640,696,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.29,-8.388217,51.9356,0,B,3,3G,-99,-12,19,15,-82,285,35632,401,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.30,-8.388217,51.9356,0,B,3,3G,-101,-12,19,10,-84,350,43712,216,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.31,-8.388217,51.9356,0,B,3,3G,-101,-12,19,11,-81,639,79912,241,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.32,-8.388217,51.9356,0,B,3,3G,-98,-12,16,11,-84,799,99864,280,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.33,-8.388217,51.9356,0,B,3,3G,-98,-12,16,11,-84,601,75072,267,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.34,-8.388217,51.9356,0,B,3,3G,-100,-12,18,13,-81,669,83616,414,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.35,-8.388217,51.9356,0,B,3,3G,-100,-12,18,13,-81,602,75240,581,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.36,-8.388217,51.9356,0,B,3,3G,-94,-12,21,15,-77,591,73872,470,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.37,-8.388217,51.9356,0,B,3,3G,-94,-12,21,15,-77,15,1936,473,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.39,-8.388217,51.9356,0,B,3,3G,-97,-12,21,14,-80,613,76608,324,D,-,-,-8.398621,51.924689,1407.42
2018.01.19_07.34.40,-8.388217,51.9356,0,B,3,3G,-97,-12,21,14,-80,679,84816,264,D,-,-,-8.398621,51.924689,1407.42
