1685177942.475,2023-05-27 08:59:02.475,0,1.361,16.749999999996135,0,32.229855846825906,543151175197,1
1685177942.898,2023-05-27 08:59:02.898,1,1.983,16.749999999996135,0,32.229855846825906,543158727958,1
1685177943.316,2023-05-27 08:59:03.316,1,2.469,16.749999999996135,0,32.229855846825906,543163018409,1
1685177943.735,2023-05-27 08:59:03.735,1,2.172,35.250000000002046,0,33.0916968876647,543167342422,1
1685177944.159,2023-05-27 08:59:04.159,1,1.303,35.250000000002046,0,33.0916968876647,543172086926,1
1685177944.583,2023-05-27 08:59:04.583,1,2.01,16.250000000002274,0,32.54179968509654,543176304898,1
1685177945.003,2023-05-27 08:59:05.003,1,2.031,16.250000000002274,0,32.54179968509654,543180664015,1
1685177945.423,2023-05-27 08:59:05.423,1,1.382,16.250000000002274,0,32.53884006613762,543185600141,1
1685177945.841,2023-05-27 08:59:05.841,1,1.335,16.250000000002274,0,32.53884006613762,543189964855,1
1685177946.262,2023-05-27 08:59:06.262,1,1.335,16.250000000002274,0,32.53884006613762,543194745973,1
1685177946.709,2023-05-27 08:59:06.709,1,1.319,16.250000000002274,0,32.53726160269286,543199166499,1
1685177947.128,2023-05-27 08:59:07.128,1,2.026,16.250000000002274,0,32.53726160269286,543203462653,1
1685177947.554,2023-05-27 08:59:07.554,1,2.568,23.999999999995225,0,32.64183480590819,543208301479,1
1685177947.98,2023-05-27 08:59:07.980,1,2.683,23.999999999995225,0,32.64183480590819,543212716555,1
1685177948.403,2023-05-27 08:59:08.403,1,2.855,23.999999999995225,0,32.87406624021846,543217551137,1
1685177948.828,2023-05-27 08:59:08.828,1,2.896,31.749999999999545,0,32.87406624021846,543222035539,1
1685177949.27,2023-05-27 08:59:09.270,1,3.359,31.749999999999545,0,32.87406624021846,543226649906,1
1685177949.692,2023-05-27 08:59:09.692,1,3.387,49.500000000000455,0,32.60947630529061,543231639450,1
1685177950.112,2023-05-27 08:59:10.112,1,2.292,49.500000000000455,0,32.60947630529061,543236003183,1
1685177950.53,2023-05-27 08:59:10.530,1,2.709,40.500000000002956,0,32.5984270611773,543240885475,1
1685177950.962,2023-05-27 08:59:10.962,1,2.109,40.500000000002956,0,32.5984270611773,543245304354,1
1685177951.384,2023-05-27 08:59:11.384,1,2.146,40.500000000002956,0,32.60987092115181,543249687377,1
1685177951.805,2023-05-27 08:59:11.805,1,2.193,32.99999999999841,0,32.60987092115181,543254477911,1
1685177952.226,2023-05-27 08:59:12.226,1,2.051,32.99999999999841,0,32.60987092115181,543258970132,1
1685177952.647,2023-05-27 08:59:12.647,1,2.386,31.499999999999773,0,32.66314406241245,543263827296,1
1685177953.066,2023-05-27 08:59:13.066,1,2.214,31.499999999999773,0,32.66314406241245,543268269973,1
1685177953.486,2023-05-27 08:59:13.486,1,2.182,35.000000000002274,0,32.64341326935295,543272549889,1
1685177953.906,2023-05-27 08:59:13.906,1,2.156,35.000000000002274,0,32.64341326935295,543277342563,1
1685177954.325,2023-05-27 08:59:14.325,1,2.135,35.000000000002274,0,32.64341326935295,543281643514,1
1685177954.744,2023-05-27 08:59:14.744,1,2.256,34.24999999999727,0,32.61046284494359,543286547107,1
1685177955.163,2023-05-27 08:59:15.163,1,2.203,34.24999999999727,0,32.61046284494359,543290870007,1
1685177955.582,2023-05-27 08:59:15.582,1,2.302,38.74999999999886,0,32.62723401904416,543295260294,1
1685177956.002,2023-05-27 08:59:16.002,1,2.146,38.74999999999886,0,32.62723401904416,543299997517,1
1685177956.422,2023-05-27 08:59:16.422,1,2.302,38.74999999999886,0,32.63946711074105,543304488090,1
1685177956.844,2023-05-27 08:59:16.844,1,2.135,37.999999999999545,0,32.63946711074105,543309135059,1
1685177957.262,2023-05-27 08:59:17.262,1,2.119,37.999999999999545,0,32.63946711074105,543313646800,1
1685177957.682,2023-05-27 08:59:17.682,1,2.235,37.000000000000455,0,32.638677879018665,543318064590,1
1685177958.103,2023-05-27 08:59:18.103,1,2.334,37.000000000000455,0,32.638677879018665,543322960217,1
1685177958.526,2023-05-27 08:59:18.526,1,2.824,35.75000000000159,0,32.647359427964844,543327210913,1
